Time	Population
1.69	9926.2
1.7	9929.87
1.71	9933.35
1.72	9936.67
1.73	9939.82
1.74	9942.82
1.75	9945.66
1.76	9948.37
1.77	9950.94
1.78	9953.38
1.79	9955.71
1.8	9957.91
1.81	9960.01
1.82	9962.01
1.83	9963.9
1.84	9965.7
1.85	9967.41
1.86	9969.04
1.87	9970.58
1.88	9972.05
1.89	9973.44
1.9	9974.77
1.91	9976.03
1.92	9977.22
1.93	9978.36
1.94	9979.44
1.95	9980.47
1.96	9981.44
1.97	9982.37
1.98	9983.25
1.99	9984.09
2	9984.88
2.01	9985.64
2.02	9986.35
2.03	9987.03
2.04	9987.68
2.05	9988.3
2.06	9988.88
2.07	9989.44
2.08	9989.97
2.09	9990.47
2.1	9990.94
2.11	9991.4
2.12	9991.83
2.13	9992.23
2.14	9992.62
2.15	9992.99
2.16	9993.34
2.17	9993.67
2.18	9993.99
2.19	9994.29
2.2	9994.58
2.21	9994.85
2.22	9995.1
2.23	9995.35
2.24	9995.58
2.25	9995.8
2.26	9996.01
2.27	9996.21
2.28	9996.4
2.29	9996.58
2.3	9996.75
2.31	9996.91
2.32	9997.07
2.33	9997.21
2.34	9997.35
2.35	9997.49
2.36	9997.61
2.37	9997.73
2.38	9997.84
2.39	9997.95
2.4	9998.05
2.41	9998.15
2.42	9998.24
2.43	9998.33
2.44	9998.42
2.45	9998.49
2.46	9998.57
2.47	9998.64
2.48	9998.71
2.49	9998.77
2.5	9998.84
2.51	9998.89
2.52	9998.95
2.53	9999
2.54	9999.05
2.55	9999.1
2.56	9999.14
2.57	9999.19
2.58	9999.23
2.59	9999.27
2.6	9999.3
2.61	9999.34
2.62	9999.37
2.63	9999.4
2.64	9999.43
2.65	9999.46
2.66	9999.49
2.67	9999.51
2.68	9999.54
2.69	9999.56
2.7	9999.58
2.71	9999.6
2.72	9999.62
2.73	9999.64
2.74	9999.66
2.75	9999.68
2.76	9999.69
2.77	9999.71
2.78	9999.72
2.79	9999.74
2.8	9999.75
2.81	9999.76
2.82	9999.77
2.83	9999.79
2.84	9999.8
2.85	9999.81
2.86	9999.82
2.87	9999.83
2.88	9999.83
2.89	9999.84
2.9	9999.85
2.91	9999.86
2.92	9999.86
2.93	9999.87
2.94	9999.88
2.95	9999.88
2.96	9999.89
2.97	9999.9
2.98	9999.9
2.99	9999.91
3	9999.91
3.01	9999.91
3.02	9999.92
3.03	9999.92
3.04	9999.93
3.05	9999.93
3.06	9999.93
3.07	9999.94
3.08	9999.94
3.09	9999.94
3.1	9999.95
3.11	9999.95
3.12	9999.95
3.13	9999.95
3.14	9999.96
3.15	9999.96
3.16	9999.96
3.17	9999.96
3.18	9999.96
3.19	9999.97
3.2	9999.97
3.21	9999.97
3.22	9999.97
3.23	9999.97
3.24	9999.97
3.25	9999.98
3.26	9999.98
3.27	9999.98
3.28	9999.98
3.29	9999.98
3.3	9999.98
3.31	9999.98
3.32	9999.98
3.33	9999.98
3.34	9999.98
3.35	9999.99
3.36	9999.99
3.37	9999.99
3.38	9999.99
3.39	9999.99
3.4	9999.99
3.41	9999.99
3.42	9999.99
3.43	9999.99
3.44	9999.99
3.45	9999.99
3.46	9999.99
3.47	9999.99
3.48	9999.99
3.49	9999.99
3.5	9999.99
3.51	9999.99
3.52	9999.99
3.53	9999.99
3.54	9999.99
3.55	9999.99
3.56	9999.99
3.57	10000
3.58	10000
3.59	10000
3.6	10000
3.61	10000
3.62	10000
3.63	10000
3.64	10000
3.65	10000
3.66	10000
3.67	10000
3.68	10000
3.69	10000
3.7	10000
3.71	10000
3.72	10000
3.73	10000
3.74	10000
3.75	10000
3.76	10000
3.77	10000
3.78	10000
3.79	10000
3.8	10000
3.81	10000
3.82	10000
3.83	10000
3.84	10000
3.85	10000
3.86	10000
3.87	10000
3.88	10000
3.89	10000
3.9	10000
3.91	10000
3.92	10000
3.93	10000
3.94	10000
3.95	10000
3.96	10000
3.97	10000
3.98	10000
3.99	10000
4	10000
4.01	10000
4.02	10000
4.03	10000
4.04	10000
4.05	10000
4.06	10000
4.07	10000
4.08	10000
4.09	10000
4.1	10000
4.11	10000
4.12	10000
4.13	10000
4.14	10000
4.15	10000
4.16	10000
4.17	10000
4.18	10000
4.19	10000
4.2	10000
4.21	10000
4.22	10000
4.23	10000
4.24	10000
4.25	10000
4.26	10000
4.27	10000
4.28	10000
4.29	10000
4.3	10000
4.31	10000
4.32	10000
4.33	10000
4.34	10000
4.35	10000
4.36	10000
4.37	10000
4.38	10000
4.39	10000
4.4	10000
4.41	10000
4.42	10000
4.43	10000
4.44	10000
4.45	10000
4.46	10000
4.47	10000
4.48	10000
4.49	10000
4.5	10000
4.51	10000
4.52	10000
4.53	10000
4.54	10000
4.55	10000
4.56	10000
4.57	10000
4.58	10000
4.59	10000
4.6	10000
4.61	10000
4.62	10000
4.63	10000
4.64	10000
4.65	10000
4.66	10000
4.67	10000
4.68	10000
4.69	10000
4.7	10000
4.71	10000
4.72	10000
4.73	10000
4.74	10000
4.75	10000
4.76	10000
4.77	10000
4.78	10000
4.79	10000
4.8	10000
4.81	10000
4.82	10000
4.83	10000
4.84	10000
4.85	10000
4.86	10000
4.87	10000
4.88	10000
4.89	10000
4.9	10000
4.91	10000
4.92	10000
4.93	10000
4.94	10000
4.95	10000
4.96	10000
4.97	10000
4.98	10000
4.99	10000
5	10000
5.01	10000
5.02	10000
5.03	10000
5.04	10000
5.05	10000
5.06	10000
5.07	10000
5.08	10000
5.09	10000
5.1	10000
5.11	10000
5.12	10000
5.13	10000
5.14	10000
5.15	10000
5.16	10000
5.17	10000
5.18	10000
5.19	10000
5.2	10000
5.21	10000
5.22	10000
5.23	10000
5.24	10000
5.25	10000
5.26	10000
5.27	10000
5.28	10000
5.29	10000
5.3	10000
5.31	10000
5.32	10000
5.33	10000
5.34	10000
5.35	10000
5.36	10000
5.37	10000
5.38	10000
5.39	10000
5.4	10000
5.41	10000
5.42	10000
5.43	10000
5.44	10000
5.45	10000
5.46	10000
5.47	10000
5.48	10000
5.49	10000
5.5	10000
5.51	10000
5.52	10000
5.53	10000
5.54	10000
5.55	10000
5.56	10000
5.57	10000
5.58	10000
5.59	10000
5.6	10000
5.61	10000
5.62	10000
5.63	10000
5.64	10000
5.65	10000
5.66	10000
5.67	10000
5.68	10000
5.69	10000
5.7	10000
5.71	10000
5.72	10000
5.73	10000
5.74	10000
5.75	10000
5.76	10000
5.77	10000
5.78	10000
5.79	10000
5.8	10000
5.81	10000
5.82	10000
5.83	10000
5.84	10000
5.85	10000
5.86	10000
5.87	10000
5.88	10000
5.89	10000
5.9	10000
5.91	10000
5.92	10000
5.93	10000
5.94	10000
5.95	10000
5.96	10000
5.97	10000
5.98	10000
5.99	10000
6	10000
6.01	10000
6.02	10000
6.03	10000
6.04	10000
6.05	10000
6.06	10000
6.07	10000
6.08	10000
6.09	10000
6.1	10000
6.11	10000
6.12	10000
6.13	10000
6.14	10000
6.15	10000
6.16	10000
6.17	10000
6.18	10000
6.19	10000
6.2	10000
6.21	10000
6.22	10000
6.23	10000
6.24	10000
6.25	10000
6.26	10000
6.27	10000
6.28	10000
6.29	10000
6.3	10000
6.31	10000
6.32	10000
6.33	10000
6.34	10000
6.35	10000
6.36	10000
6.37	10000
6.38	10000
6.39	10000
6.4	10000
6.41	10000
6.42	10000
6.43	10000
6.44	10000
6.45	10000
6.46	10000
6.47	10000
6.48	10000
6.49	10000
6.5	10000
6.51	10000
6.52	10000
6.53	10000
6.54	10000
6.55	10000
6.56	10000
6.57	10000
6.58	10000
6.59	10000
6.6	10000
6.61	10000
6.62	10000
6.63	10000
6.64	10000
6.65	10000
6.66	10000
6.67	10000
6.68	10000
6.69	10000
6.7	10000
6.71	10000
6.72	10000
6.73	10000
6.74	10000
6.75	10000
6.76	10000
6.77	10000
6.78	10000
6.79	10000
6.8	10000
6.81	10000
6.82	10000
6.83	10000
6.84	10000
6.85	10000
6.86	10000
6.87	10000
6.88	10000
6.89	10000
6.9	10000
6.91	10000
6.92	10000
6.93	10000
6.94	10000
6.95	10000
6.96	10000
6.97	10000
6.98	10000
6.99	10000
7	10000
7.01	10000
7.02	10000
7.03	10000
7.04	10000
7.05	10000
7.06	10000
7.07	10000
7.08	10000
7.09	10000
7.1	10000
7.11	10000
7.12	10000
7.13	10000
7.14	10000
7.15	10000
7.16	10000
7.17	10000
7.18	10000
7.19	10000
7.2	10000
7.21	10000
7.22	10000
7.23	10000
7.24	10000
7.25	10000
7.26	10000
7.27	10000
7.28	10000
7.29	10000
7.3	10000
7.31	10000
7.32	10000
7.33	10000
7.34	10000
7.35	10000
7.36	10000
7.37	10000
7.38	10000
7.39	10000
7.4	10000
7.41	10000
7.42	10000
7.43	10000
7.44	10000
7.45	10000
7.46	10000
7.47	10000
7.48	10000
7.49	10000
7.5	10000
7.51	10000
7.52	10000
7.53	10000
7.54	10000
7.55	10000
7.56	10000
7.57	10000
7.58	10000
7.59	10000
7.6	10000
7.61	10000
7.62	10000
7.63	10000
7.64	10000
7.65	10000
7.66	10000
7.67	10000
7.68	10000
7.69	10000
7.7	10000
7.71	10000
7.72	10000
7.73	10000
7.74	10000
7.75	10000
7.76	10000
7.77	10000
7.78	10000
7.79	10000
7.8	10000
7.81	10000
7.82	10000
7.83	10000
7.84	10000
7.85	10000
7.86	10000
7.87	10000
7.88	10000
7.89	10000
7.9	10000
7.91	10000
7.92	10000
7.93	10000
7.94	10000
7.95	10000
7.96	10000
7.97	10000
7.98	10000
7.99	10000
8	10000
8.01	10000
8.02	10000
8.03	10000
8.04	10000
8.05	10000
8.06	10000
8.07	10000
8.08	10000
8.09	10000
8.1	10000
8.11	10000
8.12	10000
8.13	10000
8.14	10000
8.15	10000
8.16	10000
8.17	10000
8.18	10000
8.19	10000
8.2	10000
8.21	10000
8.22	10000
8.23	10000
8.24	10000
8.25	10000
8.26	10000
8.27	10000
8.28	10000
8.29	10000
8.3	10000
8.31	10000
8.32	10000
8.33	10000
8.34	10000
8.35	10000
8.36	10000
8.37	10000
8.38	10000
8.39	10000
8.4	10000
8.41	10000
8.42	10000
8.43	10000
8.44	10000
8.45	10000
8.46	10000
8.47	10000
8.48	10000
8.49	10000
8.5	10000
8.51	10000
8.52	10000
8.53	10000
8.54	10000
8.55	10000
8.56	10000
8.57	10000
8.58	10000
8.59	10000
8.6	10000
8.61	10000
8.62	10000
8.63	10000
8.64	10000
8.65	10000
8.66	10000
8.67	10000
8.68	10000
8.69	10000
8.7	10000
8.71	10000
8.72	10000
8.73	10000
8.74	10000
8.75	10000
8.76	10000
8.77	10000
8.78	10000
8.79	10000
8.8	10000
8.81	10000
8.82	10000
8.83	10000
8.84	10000
8.85	10000
8.86	10000
8.87	10000
8.88	10000
8.89	10000
8.9	10000
8.91	10000
8.92	10000
8.93	10000
8.94	10000
8.95	10000
8.96	10000
8.97	10000
8.98	10000
8.99	10000
9	10000
9.01	10000
9.02	10000
9.03	10000
9.04	10000
9.05	10000
9.06	10000
9.07	10000
9.08	10000
9.09	10000
9.1	10000
9.11	10000
9.12	10000
9.13	10000
9.14	10000
9.15	10000
9.16	10000
9.17	10000
9.18	10000
9.19	10000
9.2	10000
9.21	10000
9.22	10000
9.23	10000
9.24	10000
9.25	10000
9.26	10000
9.27	10000
9.28	10000
9.29	10000
9.3	10000
9.31	10000
9.32	10000
9.33	10000
9.34	10000
9.35	10000
9.36	10000
9.37	10000
9.38	10000
9.39	10000
9.4	10000
9.41	10000
9.42	10000
9.43	10000
9.44	10000
9.45	10000
9.46	10000
9.47	10000
9.48	10000
9.49	10000
9.5	10000
9.51	10000
9.52	10000
9.53	10000
9.54	10000
9.55	10000
9.56	10000
9.57	10000
9.58	10000
9.59	10000
9.6	10000
9.61	10000
9.62	10000
9.63	10000
9.64	10000
9.65	10000
9.66	10000
9.67	10000
9.68	10000
9.69	10000
9.7	10000
9.71	10000
9.72	10000
9.73	10000
9.74	10000
9.75	10000
9.76	10000
9.77	10000
9.78	10000
9.79	10000
9.8	10000
9.81	10000
9.82	10000
9.83	10000
9.84	10000
9.85	10000
9.86	10000
9.87	10000
9.88	10000
9.89	10000
9.9	10000
9.91	10000
9.92	10000
9.93	10000
9.94	10000
9.95	10000
9.96	10000
9.97	10000
9.98	10000
9.99	10000
10	10000
