Problem 2.2

Time (sec)	Bike Velocity	Changing Power	Changing Area
0		10		10		10
0.01		10.003		10.0037		10.0038
0.02		10.0061		10.0074		10.0076
0.03		10.0091		10.0112		10.0114
0.04		10.0121		10.0149		10.0152
0.05		10.0151		10.0186		10.0189
0.06		10.0182		10.0223		10.0227
0.07		10.0212		10.026		10.0265
0.08		10.0242		10.0297		10.0303
0.09		10.0272		10.0334		10.034
0.1		10.0302		10.037		10.0378
0.11		10.0332		10.0407		10.0415
0.12		10.0362		10.0444		10.0453
0.13		10.0392		10.0481		10.0491
0.14		10.0422		10.0517		10.0528
0.15		10.0452		10.0554		10.0565
0.16		10.0482		10.0591		10.0603
0.17		10.0512		10.0627		10.064
0.18		10.0542		10.0664		10.0678
0.19		10.0571		10.07		10.0715
0.2		10.0601		10.0737		10.0752
0.21		10.0631		10.0773		10.079
0.22		10.0661		10.081		10.0827
0.23		10.069		10.0846		10.0864
0.24		10.072		10.0882		10.0901
0.25		10.0749		10.0918		10.0938
0.26		10.0779		10.0955		10.0975
0.27		10.0809		10.0991		10.1012
0.28		10.0838		10.1027		10.1049
0.29		10.0867		10.1063		10.1086
0.3		10.0897		10.1099		10.1123
0.31		10.0926		10.1135		10.116
0.32		10.0956		10.1171		10.1197
0.33		10.0985		10.1207		10.1234
0.34		10.1014		10.1243		10.1271
0.35		10.1044		10.1279		10.1308
0.36		10.1073		10.1314		10.1344
0.37		10.1102		10.135		10.1381
0.38		10.1131		10.1386		10.1418
0.39		10.116		10.1421		10.1454
0.4		10.119		10.1457		10.1491
0.41		10.1219		10.1493		10.1528
0.42		10.1248		10.1528		10.1564
0.43		10.1277		10.1564		10.1601
0.44		10.1306		10.1599		10.1637
0.45		10.1335		10.1635		10.1674
0.46		10.1364		10.167		10.171
0.47		10.1393		10.1705		10.1746
0.48		10.1422		10.1741		10.1783
0.49		10.145		10.1776		10.1819
0.5		10.1479		10.1811		10.1855
0.51		10.1508		10.1846		10.1892
0.52		10.1537		10.1882		10.1928
0.53		10.1566		10.1917		10.1964
0.54		10.1594		10.1952		10.2
0.55		10.1623		10.1987		10.2036
0.56		10.1652		10.2022		10.2073
0.57		10.168		10.2057		10.2109
0.58		10.1709		10.2092		10.2145
0.59		10.1737		10.2127		10.2181
0.6		10.1766		10.2162		10.2217
0.61		10.1794		10.2196		10.2253
0.62		10.1823		10.2231		10.2289
0.63		10.1851		10.2266		10.2324
0.64		10.188		10.2301		10.236
0.65		10.1908		10.2335		10.2396
0.66		10.1936		10.237		10.2432
0.67		10.1965		10.2404		10.2468
0.68		10.1993		10.2439		10.2503
0.69		10.2021		10.2473		10.2539
0.7		10.2049		10.2508		10.2575
0.71		10.2078		10.2542		10.261
0.72		10.2106		10.2577		10.2646
0.73		10.2134		10.2611		10.2681
0.74		10.2162		10.2645		10.2717
0.75		10.219		10.268		10.2752
0.76		10.2218		10.2714		10.2788
0.77		10.2246		10.2748		10.2823
0.78		10.2274		10.2782		10.2859
0.79		10.2302		10.2816		10.2894
0.8		10.233		10.285		10.2929
0.81		10.2358		10.2884		10.2965
0.82		10.2386		10.2918		10.3
0.83		10.2414		10.2952		10.3035
0.84		10.2442		10.2986		10.307
0.85		10.2469		10.302		10.3106
0.86		10.2497		10.3054		10.3141
0.87		10.2525		10.3088		10.3176
0.88		10.2552		10.3122		10.3211
0.89		10.258		10.3155		10.3246
0.9		10.2608		10.3189		10.3281
0.91		10.2635		10.3223		10.3316
0.92		10.2663		10.3256		10.3351
0.93		10.2691		10.329		10.3386
0.94		10.2718		10.3324		10.3421
0.95		10.2746		10.3357		10.3456
0.96		10.2773		10.3391		10.3491
0.97		10.28		10.3424		10.3525
0.98		10.2828		10.3457		10.356
0.99		10.2855		10.3491		10.3595
1		10.2883		10.3524		10.363
1.01		10.291		10.3557		10.3664
1.02		10.2937		10.3591		10.3699
1.03		10.2964		10.3624		10.3734
1.04		10.2992		10.3657		10.3768
1.05		10.3019		10.369		10.3803
1.06		10.3046		10.3723		10.3837
1.07		10.3073		10.3756		10.3872
1.08		10.31		10.3789		10.3906
1.09		10.3127		10.3822		10.3941
1.1		10.3155		10.3855		10.3975
1.11		10.3182		10.3888		10.4009
1.12		10.3209		10.3921		10.4044
1.13		10.3236		10.3954		10.4078
1.14		10.3263		10.3987		10.4112
1.15		10.3289		10.402		10.4147
1.16		10.3316		10.4052		10.4181
1.17		10.3343		10.4085		10.4215
1.18		10.337		10.4118		10.4249
1.19		10.3397		10.415		10.4283
1.2		10.3424		10.4183		10.4317
1.21		10.345		10.4216		10.4352
1.22		10.3477		10.4248		10.4386
1.23		10.3504		10.4281		10.442
1.24		10.3531		10.4313		10.4454
1.25		10.3557		10.4345		10.4488
1.26		10.3584		10.4378		10.4521
1.27		10.361		10.441		10.4555
1.28		10.3637		10.4443		10.4589
1.29		10.3663		10.4475		10.4623
1.3		10.369		10.4507		10.4657
1.31		10.3716		10.4539		10.4691
1.32		10.3743		10.4571		10.4724
1.33		10.3769		10.4604		10.4758
1.34		10.3796		10.4636		10.4792
1.35		10.3822		10.4668		10.4825
1.36		10.3848		10.47		10.4859
1.37		10.3875		10.4732		10.4893
1.38		10.3901		10.4764		10.4926
1.39		10.3927		10.4796		10.496
1.4		10.3954		10.4828		10.4993
1.41		10.398		10.4859		10.5027
1.42		10.4006		10.4891		10.506
1.43		10.4032		10.4923		10.5094
1.44		10.4058		10.4955		10.5127
1.45		10.4084		10.4987		10.516
1.46		10.411		10.5018		10.5194
1.47		10.4136		10.505		10.5227
1.48		10.4162		10.5081		10.526
1.49		10.4188		10.5113		10.5294
1.5		10.4214		10.5145		10.5327
1.51		10.424		10.5176		10.536
1.52		10.4266		10.5208		10.5393
1.53		10.4292		10.5239		10.5426
1.54		10.4318		10.527		10.5459
1.55		10.4344		10.5302		10.5493
1.56		10.437		10.5333		10.5526
1.57		10.4395		10.5364		10.5559
1.58		10.4421		10.5396		10.5592
1.59		10.4447		10.5427		10.5625
1.6		10.4473		10.5458		10.5657
1.61		10.4498		10.5489		10.569
1.62		10.4524		10.552		10.5723
1.63		10.4549		10.5552		10.5756
1.64		10.4575		10.5583		10.5789
1.65		10.4601		10.5614		10.5822
1.66		10.4626		10.5645		10.5854
1.67		10.4652		10.5676		10.5887
1.68		10.4677		10.5707		10.592
1.69		10.4703		10.5737		10.5953
1.7		10.4728		10.5768		10.5985
1.71		10.4753		10.5799		10.6018
1.72		10.4779		10.583		10.605
1.73		10.4804		10.5861		10.6083
1.74		10.4829		10.5891		10.6115
1.75		10.4855		10.5922		10.6148
1.76		10.488		10.5953		10.618
1.77		10.4905		10.5983		10.6213
1.78		10.4931		10.6014		10.6245
1.79		10.4956		10.6044		10.6278
1.8		10.4981		10.6075		10.631
1.81		10.5006		10.6106		10.6342
1.82		10.5031		10.6136		10.6375
1.83		10.5056		10.6166		10.6407
1.84		10.5081		10.6197		10.6439
1.85		10.5106		10.6227		10.6471
1.86		10.5131		10.6257		10.6504
1.87		10.5156		10.6288		10.6536
1.88		10.5181		10.6318		10.6568
1.89		10.5206		10.6348		10.66
1.9		10.5231		10.6378		10.6632
1.91		10.5256		10.6409		10.6664
1.92		10.5281		10.6439		10.6696
1.93		10.5306		10.6469		10.6728
1.94		10.533		10.6499		10.676
1.95		10.5355		10.6529		10.6792
1.96		10.538		10.6559		10.6824
1.97		10.5405		10.6589		10.6856
1.98		10.5429		10.6619		10.6888
1.99		10.5454		10.6649		10.692
2		10.5479		10.6679		10.6951
2.01		10.5503		10.6708		10.6983
2.02		10.5528		10.6738		10.7015
